"term","class","weight"
"should be","AFFECT_AVG","-0.112997582322"
"starting","AFFECT_AVG","-0.0284477044614"
"don't know","AFFECT_AVG","-0.211767721391"
"all","AFFECT_AVG","0.0908473335092"
"forget","AFFECT_AVG","0.088120131492"
"there is","AFFECT_AVG","0.224036000315"
"harry potter","AFFECT_AVG","0.0242621676357"
"month","AFFECT_AVG","0.0278883291208"
"getting ready","AFFECT_AVG","0.117903754566"
"the truth","AFFECT_AVG","-0.0465682375745"
"my house","AFFECT_AVG","0.108567785506"
"the bday","AFFECT_AVG","0.0485737845172"
"follow","AFFECT_AVG","-0.0114985859915"
"the b-day","AFFECT_AVG","0.114141276085"
"children","AFFECT_AVG","-0.0412072545122"
"hmmm","AFFECT_AVG","0.140476058783"
"great day","AFFECT_AVG","0.250881984679"
"one who","AFFECT_AVG","-0.0539312907186"
"tv","AFFECT_AVG","0.0259440625574"
"thursday","AFFECT_AVG","0.121267759418"
"laughing","AFFECT_AVG","0.125651328078"
"to","AFFECT_AVG","0.0605828255325"
"up with","AFFECT_AVG","-0.0117090102865"
"program","AFFECT_AVG","-0.0921909616715"
"see what","AFFECT_AVG","-0.000906891705443"
"good time","AFFECT_AVG","0.0495640094767"
"smile","AFFECT_AVG","0.107194451517"
"enjoying","AFFECT_AVG","0.330718006998"
"paying","AFFECT_AVG","0.065451144752"
"woman","AFFECT_AVG","0.0819437122397"
"worse","AFFECT_AVG","-0.169412696853"
"sitting","AFFECT_AVG","0.0164985208894"
"very","AFFECT_AVG","-0.0662340817193"
"forward to","AFFECT_AVG","-0.152963890414"
"fat","AFFECT_AVG","-0.144640127737"
"a true","AFFECT_AVG","0.0843787292705"
"your own","AFFECT_AVG","-0.0208271104399"
"fan","AFFECT_AVG","0.0552693469337"
"decide","AFFECT_AVG","-0.00949857673048"
"fam","AFFECT_AVG","0.0325975591487"
"difference","AFFECT_AVG","0.0119333564072"
"repost this","AFFECT_AVG","0.044306753686"
"`","AFFECT_AVG","0.0381725599908"
"heaven","AFFECT_AVG","0.160430499197"
"list","AFFECT_AVG","-0.0571918073013"
"harry","AFFECT_AVG","0.0242621676357"
"small","AFFECT_AVG","0.0455343739269"
"study","AFFECT_AVG","0.0423780077275"
"so hard","AFFECT_AVG","-0.224368237395"
"i'll","AFFECT_AVG","0.0555492845119"
"great weekend","AFFECT_AVG","-0.027392082346"
"cookies","AFFECT_AVG","0.172350070808"
"due to","AFFECT_AVG","0.0038041879904"
"to say","AFFECT_AVG","0.0165861248885"
"tea","AFFECT_AVG","0.101057226112"
"the greatest","AFFECT_AVG","0.0396497904481"
"past","AFFECT_AVG","0.0131701354345"
"say that","AFFECT_AVG","-0.0645915002752"
"rate","AFFECT_AVG","-0.071887334395"
"pass","AFFECT_AVG","0.114552608706"
"a blast","AFFECT_AVG","0.21391827685"
"what","AFFECT_AVG","-0.0766752995052"
"on monday","AFFECT_AVG","-0.0343707119032"
"sun","AFFECT_AVG","0.0796170781656"
"sum","AFFECT_AVG","0.000181780254513"
"right now","AFFECT_AVG","-0.0830445198533"
"learned","AFFECT_AVG","0.0277450867134"
"is feeling","AFFECT_AVG","-0.358437098059"
"full","AFFECT_AVG","-0.282476219248"
"my birthday","AFFECT_AVG","-0.104851249026"
"can only","AFFECT_AVG","-0.0127618357983"
"this week","AFFECT_AVG","0.13536367549"
"your heart","AFFECT_AVG","0.146938655996"
"hours","AFFECT_AVG","-0.103037192411"
"is looking","AFFECT_AVG","0.222343816513"
"mr .","AFFECT_AVG","0.017553097091"
"strong","AFFECT_AVG","0.0190126920946"
"there's a","AFFECT_AVG","-0.0473927423988"
"my son","AFFECT_AVG","0.120048234743"
"ahead","AFFECT_AVG","0.0510322657623"
"experience","AFFECT_AVG","-0.0266313051234"
"pics","AFFECT_AVG","0.144462564272"
"a couple","AFFECT_AVG","-0.0739426042103"
"tell me","AFFECT_AVG","-0.156352518919"
"pick","AFFECT_AVG","0.0839514579503"
"on saturday","AFFECT_AVG","0.017452809173"
"with my","AFFECT_AVG","-0.0247045005804"
"family","AFFECT_AVG","0.101707927363"
"put","AFFECT_AVG","0.0323249723363"
"thanks for","AFFECT_AVG","0.0978061972972"
"not going","AFFECT_AVG","0.0100823276416"
"( (","AFFECT_AVG","-0.0366242618368"
"eye","AFFECT_AVG","-0.0192823815702"
"takes","AFFECT_AVG","-0.0522215575711"
"two","AFFECT_AVG","-0.0866644421975"
"6","AFFECT_AVG","-0.015699610222"
"taken","AFFECT_AVG","-0.0107321632848"
"person who","AFFECT_AVG","-0.0186014010659"
"more","AFFECT_AVG","0.000076030616193"
"they can","AFFECT_AVG","-0.029563277141"
"door","AFFECT_AVG","-0.0827480116321"
"knows","AFFECT_AVG","-0.140754379266"
"company","AFFECT_AVG","0.0815445383683"
"i thought","AFFECT_AVG","-0.131062423486"
"ain't","AFFECT_AVG","-0.00897521122205"
"stick","AFFECT_AVG","0.028613947263"
"broke","AFFECT_AVG","-0.278204790356"
"known","AFFECT_AVG","-0.0177236912781"
"glad","AFFECT_AVG","0.129586950358"
"town","AFFECT_AVG","-0.0901041955282"
"none","AFFECT_AVG","-0.197508968511"
"hour","AFFECT_AVG","0.111011512375"
"sucks","AFFECT_AVG","-0.266973573294"
"learn","AFFECT_AVG","-0.101353689583"
"history","AFFECT_AVG","0.125888037942"
"beautiful","AFFECT_AVG","0.71524047323"
"but it's","AFFECT_AVG","-0.0385416436842"
"tell you","AFFECT_AVG","-0.0552218923076"
"share","AFFECT_AVG","0.125776509992"
"accept","AFFECT_AVG","-0.0871536869521"
"numbers","AFFECT_AVG","-0.0737743819596"
"sense","AFFECT_AVG","-0.0436242684764"
"years ago","AFFECT_AVG","-0.0750768627328"
"paste this","AFFECT_AVG","-0.0365323777734"
"!","AFFECT_AVG","0.358198367658"
"huge","AFFECT_AVG","0.178224944445"
"needs","AFFECT_AVG","-0.130684890428"
"goal","AFFECT_AVG","-0.014925140125"
"must be","AFFECT_AVG","0.0791532118618"
"rather","AFFECT_AVG","-0.133745041083"
"way to","AFFECT_AVG","-0.0336152128189"
"to spend","AFFECT_AVG","-0.0285273345604"
"thinking of","AFFECT_AVG","0.0552782394379"
"okay","AFFECT_AVG","0.0674382446904"
"plans","AFFECT_AVG","0.0407647231864"
"end of","AFFECT_AVG","0.161672023125"
"fb","AFFECT_AVG","0.151361875273"
"blood","AFFECT_AVG","-0.137602349056"
"coming","AFFECT_AVG","0.199127386875"
". . .","AFFECT_AVG","0.0030333013114"
"a","AFFECT_AVG","0.000144570079588"
"short","AFFECT_AVG","0.00287773331682"
"back to","AFFECT_AVG","0.0914396091061"
"thanks again","AFFECT_AVG","0.137123741825"
"putting","AFFECT_AVG","-0.0335693456868"
"dream","AFFECT_AVG","0.14012971968"
"playing","AFFECT_AVG","0.0359419958759"
"that's","AFFECT_AVG","-0.0723936780745"
"help","AFFECT_AVG","-0.218875845043"
"don't","AFFECT_AVG","0.0605189690227"
"flowers","AFFECT_AVG","0.0973928008385"
"sooo","AFFECT_AVG","0.156727208875"
"soon","AFFECT_AVG","0.0620341416544"
"trade","AFFECT_AVG","-0.0246683405463"
"isnt","AFFECT_AVG","-0.204894050189"
"paper","AFFECT_AVG","-0.113363795186"
"through","AFFECT_AVG","-0.0123949519098"
"hell","AFFECT_AVG","-0.117029787247"
"its","AFFECT_AVG","0.0150597098668"
"24","AFFECT_AVG","-0.0296031717304"
"20","AFFECT_AVG","-0.0105919164933"
"21","AFFECT_AVG","-0.0271174967347"
"22","AFFECT_AVG","-0.0474689814786"
"pray","AFFECT_AVG","0.148730456004"
"actually","AFFECT_AVG","0.0213319829325"
"late","AFFECT_AVG","-0.0532412193892"
"is still","AFFECT_AVG","0.0600846270264"
"we had","AFFECT_AVG","0.317575157346"
"bout","AFFECT_AVG","-0.0956196368378"
"might","AFFECT_AVG","-0.154165502904"
"haven't","AFFECT_AVG","-0.244278744274"
"evening","AFFECT_AVG","-0.0131531590635"
"somebody","AFFECT_AVG","-0.234009551476"
"yo","AFFECT_AVG","0.0528725117035"
"ya","AFFECT_AVG","0.0498097332233"
"a few","AFFECT_AVG","-0.139134511198"
"just got","AFFECT_AVG","-0.0891497843062"
"in order","AFFECT_AVG","-0.00583395063388"
"you've","AFFECT_AVG","0.0931568675555"
"foot","AFFECT_AVG","0.00594538153095"
"the hell","AFFECT_AVG","-0.0370431931423"
"always","AFFECT_AVG","-0.0166966990036"
"gud","AFFECT_AVG","0.140731585901"
"year old","AFFECT_AVG","-0.0362489596576"
"bless","AFFECT_AVG","0.207103512883"
"someone","AFFECT_AVG","-0.255163974107"
"die","AFFECT_AVG","-0.407749748033"
"found","AFFECT_AVG","-0.148300760424"
"a nap","AFFECT_AVG","-0.0961640230731"
"friendship","AFFECT_AVG","0.130801263676"
"isn't","AFFECT_AVG","0.0601584859153"
"week","AFFECT_AVG","0.067591194215"
"my wife","AFFECT_AVG","-0.00377879809702"
"everyone","AFFECT_AVG","0.186843581662"
"weight","AFFECT_AVG","-0.104985242039"
"house","AFFECT_AVG","-0.106386025904"
"energy","AFFECT_AVG","0.192248919697"
"hard","AFFECT_AVG","-0.166969485538"
"idea","AFFECT_AVG","-0.100137518698"
"gun","AFFECT_AVG","-0.0053171273456"
"of these","AFFECT_AVG","0.177426670113"
"tonite","AFFECT_AVG","0.0957876443312"
"really","AFFECT_AVG","-0.0944756482904"
"missed","AFFECT_AVG","0.118130913772"
":]","AFFECT_AVG","0.316027878593"
"lots of","AFFECT_AVG","0.103719126647"
"since","AFFECT_AVG","0.0538587946011"
"misses","AFFECT_AVG","-0.250233276919"
"health","AFFECT_AVG","-0.00886745893666"
"7","AFFECT_AVG","-0.0785728845913"
"ass","AFFECT_AVG","-0.307394331898"
"to watch","AFFECT_AVG","0.0441621906272"
"look like","AFFECT_AVG","0.0428894231796"
"friday","AFFECT_AVG","0.11807823249"
"guess","AFFECT_AVG","-0.0184775414364"
"reason","AFFECT_AVG","-0.00864805112144"
"its been","AFFECT_AVG","-0.00399034330971"
"ask","AFFECT_AVG","-0.0511153721936"
"wish i","AFFECT_AVG","-0.0137337093684"
"beginning","AFFECT_AVG","-0.139099661653"
"to come","AFFECT_AVG","0.0342341585278"
"what do","AFFECT_AVG","0.0611141774313"
"come on","AFFECT_AVG","0.0287450935596"
"for all","AFFECT_AVG","0.143722397054"
"american","AFFECT_AVG","-0.00636363233732"
"does anyone","AFFECT_AVG","-0.0880554941106"
"w","AFFECT_AVG","-0.248210481361"
"feed","AFFECT_AVG","-0.0824733540699"
"dont","AFFECT_AVG","-0.175961503149"
"feel","AFFECT_AVG","-0.0516642469661"
"when you","AFFECT_AVG","0.228642480832"
"number","AFFECT_AVG","-0.0294587687671"
"for those","AFFECT_AVG","0.0792380311162"
"feet","AFFECT_AVG","0.081154587516"
"i know","AFFECT_AVG","0.138712189804"
"done","AFFECT_AVG","-0.11708985518"
"miss","AFFECT_AVG","-0.13899945669"
"goin to","AFFECT_AVG","0.0622588822598"
"horse","AFFECT_AVG","0.00469071985739"
"""","AFFECT_AVG","-0.0546845013245"
"the game","AFFECT_AVG","0.100994281394"
"matter what","AFFECT_AVG","-0.0991167479505"
"least","AFFECT_AVG","-0.169757865432"
"to get","AFFECT_AVG","-0.140076347374"
"wonderful","AFFECT_AVG","0.387312310162"
"if you're","AFFECT_AVG","-0.0702711265816"
"passed","AFFECT_AVG","0.084551406595"
"wants to","AFFECT_AVG","-0.00434289775173"
"to play","AFFECT_AVG","0.111697371637"
"on your","AFFECT_AVG","0.0733625970056"
"long as","AFFECT_AVG","-0.0269165512901"
"relationship","AFFECT_AVG","-0.194956923991"
"behind","AFFECT_AVG","-0.170817690101"
"park","AFFECT_AVG","0.0235894879323"
"part","AFFECT_AVG","0.00495788461985"
"believe","AFFECT_AVG","0.133998480574"
"king","AFFECT_AVG","-0.0762849583469"
"kind","AFFECT_AVG","0.0589144636191"
"b","AFFECT_AVG","0.0464889496497"
"% of","AFFECT_AVG","-0.0872608432504"
"gotten","AFFECT_AVG","0.00253928834653"
"is ready","AFFECT_AVG","0.0314215837076"
"supposed","AFFECT_AVG","-0.108589572551"
"http://www.youtube.com","AFFECT_AVG","-0.0588527380687"
"to take","AFFECT_AVG","-0.0800984098162"
"do not","AFFECT_AVG","-0.0107610520729"
"decided to","AFFECT_AVG","-0.123410939467"
"alot of","AFFECT_AVG","0.131663742519"
"wasnt","AFFECT_AVG","0.0579886155663"
"just saw","AFFECT_AVG","0.127387612086"
"lie","AFFECT_AVG","0.0053153163412"
"i think","AFFECT_AVG","-0.106678241892"
"nights","AFFECT_AVG","0.0748777891188"
"dancing","AFFECT_AVG","-0.0272942756208"
"lil","AFFECT_AVG","0.100440096338"
"self","AFFECT_AVG","0.0117938995064"
"i'm gonna","AFFECT_AVG","0.00884824346909"
"also","AFFECT_AVG","-0.0818143264571"
"to meet","AFFECT_AVG","0.0613183090797"
"build","AFFECT_AVG","-0.0624459215397"
"play","AFFECT_AVG","-0.0689229558549"
"added","AFFECT_AVG","-0.0215204787034"
"reach","AFFECT_AVG","-0.171737644411"
"most","AFFECT_AVG","-0.220499466364"
"i cant","AFFECT_AVG","-0.190247590107"
"plan","AFFECT_AVG","-0.0522869959281"
"last day","AFFECT_AVG","0.0334362309225"
"nothing","AFFECT_AVG","-0.175222326135"
"good morning","AFFECT_AVG","0.0624978866692"
"mobile","AFFECT_AVG","0.111853440099"
"clear","AFFECT_AVG","-0.0210315606246"
"sometimes","AFFECT_AVG","-0.142867483085"
"ko","AFFECT_AVG","-0.0494006188643"
"to become","AFFECT_AVG","-0.0519545178325"
"try to","AFFECT_AVG","-0.191799833132"
"clean","AFFECT_AVG","0.0231882830582"
"ugh","AFFECT_AVG","-0.503963487219"
"gold","AFFECT_AVG","0.0442977948978"
"fine","AFFECT_AVG","0.0297585215719"
"find","AFFECT_AVG","0.133035338158"
"get up","AFFECT_AVG","0.0792159987425"
"nervous","AFFECT_AVG","0.114097041087"
"pretty","AFFECT_AVG","0.0666972593867"
"so far","AFFECT_AVG","-0.057138375899"
"8","AFFECT_AVG","0.05180837011"
"feel like","AFFECT_AVG","-0.218758769106"
"his","AFFECT_AVG","0.125039262114"
"hit","AFFECT_AVG","-0.214653504711"
"tommorow","AFFECT_AVG","-0.0731413661083"
"trees","AFFECT_AVG","0.0101419450513"
"feels","AFFECT_AVG","0.061606106933"
"courage","AFFECT_AVG","0.0142766877031"
"during","AFFECT_AVG","-0.0083184677081"
"no one","AFFECT_AVG","-0.208619557638"
"the next","AFFECT_AVG","-0.14005936666"
"him","AFFECT_AVG","-0.339652190287"
"cry","AFFECT_AVG","0.00565233125914"
"am going","AFFECT_AVG","-0.00793095754229"
"made it","AFFECT_AVG","-0.0361910859415"
"common","AFFECT_AVG","0.113775824997"
"so long","AFFECT_AVG","-0.0130176961121"
"told me","AFFECT_AVG","-0.0958133757648"
"x","AFFECT_AVG","0.190976105371"
"set","AFFECT_AVG","-0.0277997583126"
"art","AFFECT_AVG","-0.00256511765483"
"sex","AFFECT_AVG","-0.0555674873291"
"see","AFFECT_AVG","0.0129780440063"
"dumb","AFFECT_AVG","0.00739911180758"
"are","AFFECT_AVG","-0.0309471869093"
"sea","AFFECT_AVG","-0.0421347415121"
"close","AFFECT_AVG","0.0995603634688"
"#","AFFECT_AVG","0.0175344637149"
"pictures","AFFECT_AVG","-0.121374150024"
"wow","AFFECT_AVG","0.112183011949"
"currently","AFFECT_AVG","-0.034794725775"
"please","AFFECT_AVG","-0.0966324532828"
"i forgot","AFFECT_AVG","0.0394529557021"
"this morning","AFFECT_AVG","-0.125924897976"
"woo","AFFECT_AVG","0.203266930342"
"won","AFFECT_AVG","0.165088464241"
"probably","AFFECT_AVG","-0.0122000214967"
"watchin","AFFECT_AVG","0.0551894945571"
"says ""","AFFECT_AVG","0.00655944863909"
"this time","AFFECT_AVG","-0.0872971515264"
"missing","AFFECT_AVG","-0.259207188566"
"attention","AFFECT_AVG","-0.00226434058583"
"are going","AFFECT_AVG","-0.105857752268"
"pissed","AFFECT_AVG","-0.170884661603"
"both","AFFECT_AVG","-0.0581325238214"
"c","AFFECT_AVG","0.0236659310889"
"last","AFFECT_AVG","0.052284534878"
"christmas everyone","AFFECT_AVG","0.0941797153288"
"alot","AFFECT_AVG","0.100510829443"
"really need","AFFECT_AVG","-0.0107054873231"
"back from","AFFECT_AVG","0.125079815058"
"to be","AFFECT_AVG","0.0306253428114"
"whole","AFFECT_AVG","-0.031943371137"
"put this","AFFECT_AVG","0.128932529471"
"friends are","AFFECT_AVG","-0.127998312539"
"):","AFFECT_AVG","-0.105656760514"
"point","AFFECT_AVG","-0.0436448832048"
"simple","AFFECT_AVG","0.0251852762281"
"sweet","AFFECT_AVG","0.172619234126"
"whatever","AFFECT_AVG","0.101199395664"
"wen","AFFECT_AVG","0.041183925599"
"sexy","AFFECT_AVG","0.128714761482"
". php","AFFECT_AVG","0.0588752610065"
"along","AFFECT_AVG","-0.0298364411485"
"cream","AFFECT_AVG","0.0351907127833"
"create","AFFECT_AVG","-0.0188752007116"
"due","AFFECT_AVG","0.00330880831722"
"pa","AFFECT_AVG","-0.0246039870247"
"damn","AFFECT_AVG","-0.444369657299"
"rest of","AFFECT_AVG","-0.0287242515503"
"pe","AFFECT_AVG","-0.100517918125"
"when we","AFFECT_AVG","0.17813432614"
"woke","AFFECT_AVG","-0.0563851972328"
"pm","AFFECT_AVG","-0.128518368322"
"why is","AFFECT_AVG","-0.260225114186"
"gay","AFFECT_AVG","-0.0409721419213"
"fire","AFFECT_AVG","0.0490878686218"
"what's","AFFECT_AVG","-0.142251323251"
"wanting to","AFFECT_AVG","0.011138829447"
"else","AFFECT_AVG","0.0918015576775"
"awake","AFFECT_AVG","-0.0320753801237"
"trying to","AFFECT_AVG","0.0262905776582"
"look","AFFECT_AVG","-0.0577419857976"
"straight","AFFECT_AVG","0.00426868431822"
"into the","AFFECT_AVG","-0.131577317527"
"full of","AFFECT_AVG","-0.0371491901948"
"while","AFFECT_AVG","0.0599977871447"
"get some","AFFECT_AVG","-0.066369996574"
"homework","AFFECT_AVG","-0.362864172584"
"fun","AFFECT_AVG","0.382698248531"
"theres","AFFECT_AVG","0.10419993976"
"real","AFFECT_AVG","0.130643584282"
"<3","AFFECT_AVG","0.545003880543"
"ready","AFFECT_AVG","0.222490888824"
"rid","AFFECT_AVG","0.13367524444"
"i can","AFFECT_AVG","0.0824524723448"
"funny","AFFECT_AVG","-0.00700232037785"
"anymore","AFFECT_AVG","-0.276184663542"
", then","AFFECT_AVG","0.167924200146"
"night at","AFFECT_AVG","0.107150460426"
"9","AFFECT_AVG","-0.0164664555951"
"used","AFFECT_AVG","0.0919103716227"
"best friend","AFFECT_AVG","-0.212174890198"
"yesterday","AFFECT_AVG","0.0790772604262"
"holidays","AFFECT_AVG","0.0222281409266"
"moment","AFFECT_AVG","0.150299911368"
"moving","AFFECT_AVG","0.0716471892839"
"cleaning","AFFECT_AVG","-0.142137301556"
"early","AFFECT_AVG","-0.0910285936215"
"my sister","AFFECT_AVG","-0.0191775049282"
"older","AFFECT_AVG","-0.0786537633655"
"anybody","AFFECT_AVG","-0.0725060007875"
"one more","AFFECT_AVG","-0.0367710324782"
"person","AFFECT_AVG","-0.0578024019037"
"^ ^","AFFECT_AVG","0.0394504380034"
"y","AFFECT_AVG","-0.270684535257"
"spend","AFFECT_AVG","-0.0451663069404"
"my best","AFFECT_AVG","-0.124923268455"
"listening","AFFECT_AVG","0.122156234171"
"needs to","AFFECT_AVG","-0.119023536851"
"questions","AFFECT_AVG","-0.0192647252345"
"world","AFFECT_AVG","-0.0287465247461"
"a great","AFFECT_AVG","-0.0896989850151"
"cut","AFFECT_AVG","-0.0623895970291"
"cancer .","AFFECT_AVG","-0.0800113436322"
"$","AFFECT_AVG","-0.0293694921074"
"cup","AFFECT_AVG","-0.0161358251767"
"your life","AFFECT_AVG","-0.0991103762138"
"disappointed","AFFECT_AVG","-0.0125280378309"
"cuz","AFFECT_AVG","0.152172384933"
"wishes everyone","AFFECT_AVG","-0.00213492343298"
"parents","AFFECT_AVG","0.0183746059155"
"excited","AFFECT_AVG","0.447186742215"
"hates","AFFECT_AVG","-0.583931457687"
"...","AFFECT_AVG","-0.155947938322"
"big","AFFECT_AVG","0.0972696845562"
"couple","AFFECT_AVG","0.0639035979119"
"lovin","AFFECT_AVG","0.248478960094"
"shitty","AFFECT_AVG","-0.157026342791"
"game","AFFECT_AVG","0.179673907556"
"anyone who","AFFECT_AVG","-0.0550313743312"
"the way","AFFECT_AVG","-0.105162706338"
"bit","AFFECT_AVG","-0.00361981843821"
"d","AFFECT_AVG","-0.0247314512088"
"continue","AFFECT_AVG","-0.0667906347228"
"google","AFFECT_AVG","-0.0303341227845"
"often","AFFECT_AVG","-0.0483465816904"
"absolutely","AFFECT_AVG","-0.00112179441123"
"spring","AFFECT_AVG","0.028702911714"
"your profile","AFFECT_AVG","-0.0372745550267"
"1st","AFFECT_AVG","0.0767816434136"
"some","AFFECT_AVG","0.053914924829"
"back","AFFECT_AVG","-0.0105906434707"
"ourselves","AFFECT_AVG","0.0760973725389"
"decision","AFFECT_AVG","-0.0707899415527"
"shall","AFFECT_AVG","0.0227838397567"
"epic","AFFECT_AVG","0.283355430523"
"want to","AFFECT_AVG","-0.0370271450795"
"t","AFFECT_AVG","0.127922942217"
"have an","AFFECT_AVG","0.0771017385791"
"be","AFFECT_AVG","0.00175847613678"
"bf","AFFECT_AVG","0.0114044149553"
"eating","AFFECT_AVG","-0.139889578692"
"looking for","AFFECT_AVG","-0.0475822784791"
"remembered","AFFECT_AVG","0.097523736581"
"instead of","AFFECT_AVG","-0.228625399346"
"step","AFFECT_AVG","0.124669337994"
"crap","AFFECT_AVG","-0.33471691214"
"by","AFFECT_AVG","-0.200887793386"
"faith","AFFECT_AVG","0.0608224100356"
"anything","AFFECT_AVG","-0.0506746827966"
"like a","AFFECT_AVG","0.193200930823"
"drama","AFFECT_AVG","-0.192355705949"
"idk","AFFECT_AVG","-0.0424256333251"
"for some","AFFECT_AVG","-0.0464547582978"
"wanna","AFFECT_AVG","0.0177204737313"
"ppl","AFFECT_AVG","0.0247720862757"
"seeing","AFFECT_AVG","0.13433188549"
"dude","AFFECT_AVG","-0.0855426624563"
"mommy","AFFECT_AVG","0.0279377501719"
"my favorite","AFFECT_AVG","0.0261966085309"
"to eat","AFFECT_AVG","0.0032796775252"
"lesson","AFFECT_AVG","-0.12794858904"
"finally got","AFFECT_AVG","0.0963747237052"
"story","AFFECT_AVG","0.0417290332735"
"..","AFFECT_AVG","0.0354200448636"
"spending","AFFECT_AVG","0.119749444421"
"who are","AFFECT_AVG","-0.0491422117277"
"question","AFFECT_AVG","0.053948786062"
"long","AFFECT_AVG","0.210935445355"
"we're","AFFECT_AVG","-0.0667295481452"
"forward","AFFECT_AVG","-0.123597661284"
":","AFFECT_AVG","0.161786889949"
"may not","AFFECT_AVG","-0.051079196652"
"a bit","AFFECT_AVG","0.0582058695068"
"ahhh","AFFECT_AVG","-0.00559052296418"
"boys","AFFECT_AVG","-0.0212184477611"
"link","AFFECT_AVG","0.00827737122292"
"hopes","AFFECT_AVG","-0.0140495149628"
"line","AFFECT_AVG","-0.0439042051125"
"for dinner","AFFECT_AVG","0.126262176129"
"posted","AFFECT_AVG","0.010985534316"
"tired and","AFFECT_AVG","-0.03259288018"
"sounds","AFFECT_AVG","0.0193649540606"
"....","AFFECT_AVG","-0.134218802513"
"up","AFFECT_AVG","-0.154597539104"
"us","AFFECT_AVG","-0.0864600923825"
"ur","AFFECT_AVG","-0.0410303887334"
"windows","AFFECT_AVG","-0.0931176214101"
"days off","AFFECT_AVG","-0.0748968002928"
"they are","AFFECT_AVG","0.123205568123"
"called","AFFECT_AVG","0.159651157151"
": )","AFFECT_AVG","0.144288830606"
"! !","AFFECT_AVG","0.105789181884"
": ""","AFFECT_AVG","0.160684937749"
"love ya","AFFECT_AVG","-0.00141149640133"
"single","AFFECT_AVG","0.0642189307316"
"cure","AFFECT_AVG","0.0882825448692"
"chat","AFFECT_AVG","0.0569997492923"
"%","AFFECT_AVG","0.00243271019356"
"peace","AFFECT_AVG","-0.0588861406527"
"too much","AFFECT_AVG","-0.0684148382369"
"nap","AFFECT_AVG","-0.0165882190495"
"definitely","AFFECT_AVG","0.0301214322857"
"nice","AFFECT_AVG","0.43814593365"
"will be","AFFECT_AVG","0.0943011335902"
"was great","AFFECT_AVG","0.0653951363619"
"makes me","AFFECT_AVG","-0.0648277272385"
"problems","AFFECT_AVG","-0.0747356636998"
"helping","AFFECT_AVG","0.113377505761"
"meaning","AFFECT_AVG","-0.0192702093987"
"ago","AFFECT_AVG","0.0101144844749"
"e","AFFECT_AVG","0.142221445308"
"first day","AFFECT_AVG","-0.125062275603"
"age","AFFECT_AVG","0.0822450860051"
"my job","AFFECT_AVG","-0.0870308636441"
"far","AFFECT_AVG","0.000693836723023"
"she's","AFFECT_AVG","0.0516339977368"
"2009","AFFECT_AVG","-0.0946527440773"
"hello","AFFECT_AVG","0.0279001447812"
"once","AFFECT_AVG","-0.0611942838959"
"a long","AFFECT_AVG","0.0507751962903"
"if anyone","AFFECT_AVG","0.0199152309283"
"hope everyone","AFFECT_AVG","0.0696248332932"
"results","AFFECT_AVG","-0.0163847446891"
"woohoo !","AFFECT_AVG","0.0961391347857"
"ga","AFFECT_AVG","-0.0270241392314"
"freakin","AFFECT_AVG","0.0195340745538"
"go","AFFECT_AVG","-0.0971746502069"
"chillin","AFFECT_AVG","0.0603857013277"
"to move","AFFECT_AVG","-0.0768017617701"
"my first","AFFECT_AVG","0.284398386827"
"young","AFFECT_AVG","-0.133341712178"
"send","AFFECT_AVG","0.179590715581"
"woohoo","AFFECT_AVG","0.253456788089"
"to win","AFFECT_AVG","0.0579480208071"
"sent","AFFECT_AVG","0.14169324212"
"wished","AFFECT_AVG","-0.0557899430805"
"time for","AFFECT_AVG","-0.311399735294"
"wishes","AFFECT_AVG","-0.124406861283"
"facebook","AFFECT_AVG","0.0463738276866"
"telling","AFFECT_AVG","0.128694064757"
"drinking","AFFECT_AVG","-0.0523042947195"
"entire","AFFECT_AVG","0.0232882075288"
"magic","AFFECT_AVG","0.0241166504618"
"gettin","AFFECT_AVG","-0.0138729258923"
"am so","AFFECT_AVG","-0.357143441001"
"try","AFFECT_AVG","0.015978348822"
"have had","AFFECT_AVG","-0.0969857750963"
"hit me","AFFECT_AVG","0.0157818827885"
"tired of","AFFECT_AVG","-0.213594144122"
"give you","AFFECT_AVG","-0.0165117357303"
"jump","AFFECT_AVG","-0.0405129249529"
"i did","AFFECT_AVG","0.013225542065"
"video","AFFECT_AVG","-0.0176203733205"
"picked","AFFECT_AVG","0.107744447147"
"happy thanksgiving","AFFECT_AVG","0.0422772331725"
"get out","AFFECT_AVG","0.135711505038"
"click","AFFECT_AVG","-0.0536380748284"
"an awesome","AFFECT_AVG","0.0321302837743"
"<3 <3","AFFECT_AVG","0.173222491516"
"business","AFFECT_AVG","-0.0203467553327"
"my heart","AFFECT_AVG","-0.122804117767"
"giving","AFFECT_AVG","0.0605179193625"
"cell","AFFECT_AVG","0.0582861209828"
"waiting","AFFECT_AVG","0.124552904956"
"better than","AFFECT_AVG","0.129559692364"
";","AFFECT_AVG","-0.0316026962418"
"would have","AFFECT_AVG","-0.0201459557488"
"body","AFFECT_AVG","-0.193203018947"
"such a","AFFECT_AVG","0.203070237209"
"my life","AFFECT_AVG","-0.00814719206734"
"let","AFFECT_AVG","0.189142374415"
"others","AFFECT_AVG","-0.12283923345"
"sing","AFFECT_AVG","0.0856269685042"
"- -","AFFECT_AVG","0.0992474856459"
"proud of","AFFECT_AVG","0.187189600255"
"great","AFFECT_AVG","0.491176806016"
